ROM Name;Description;Category;Year;Manufacturer;CHD name;Set;P/C;1g1r;exclusion notes
mysticri;Mystic Riders (World);Shooter / Flying Horizontal;1992;Irem;;mysticri;P;1;
mystwarr;Mystic Warriors (Europe ver EAA);Fighter / 2D;1993;Konami;;mystwarr;P;0;US Clone Available
mystwaru;Mystic Warriors (US ver UAA);Fighter / 2D;1993;Konami;;mystwarr;C;1;
nycaptor;N.Y. Captor;Lightgun;1985;Taito;;nycaptor;P;0;Lightgun
nam1975;NAM-1975;Shooter / 3rd Person;1990;SNK;;nam1975;P;1;
ncv1;Namco Classics Collection Vol.1;Multiplay;1995;Namco;;ncv1;P;1;
ncv1j;Namco Classics Collection Vol.1 (Japan set 1);Multiplay;1995;Namco;;ncv1;C;0;Clone
ncv1j2;Namco Classics Collection Vol.1 (Japan set 2);Multiplay;1995;Namco;;ncv1;C;0;Clone
ncv2;Namco Classics Collection Vol.2;Uncategorized;1996;Namco;;ncv2;P;1;
ncv2j;Namco Classics Collection Vol.2 (Japan);Uncategorized;1996;Namco;;ncv2;C;0;Clone
nametune;Name That Tune;Quiz / English;1986;Bally/Sente;;nametune;P;0;Quiz
naname;Naname de Magic! (Japan);Puzzle / Drop;1994;Atlus;;naname;P;1;
narc3;Narc (rev 3.20);Platform / Shooter Scrolling;1988;Williams;;narc;C;0;Clone
narc;Narc (rev 7.00);Platform / Shooter Scrolling;1988;Williams;;narc;P;1;
nastar;Nastar (World);Platform / Fighter Scrolling;1988;Taito Corporation Japan;;nastar;P;0;US Clone Available
nastarw;Nastar Warrior (US);Platform / Fighter Scrolling;1988;Taito America Corporation;;nastar;C;1;
natodef;NATO Defense;Maze / Shooter Small;1982;Pacific Novelty;;natodef;P;1;
natodefa;NATO Defense (alternate mazes);Maze / Shooter Small;1982;Pacific Novelty;;natodef;C;0;Clone
natsuiro;Natsuiro Mahjong (Japan);Tabletop / Mahjong * Mature *;1989;Video System Co.;;mjnatsu;C;0;Mature
naughtyb;Naughty Boy;Maze / Shooter Large;1982;Jaleco;;naughtyb;P;1;
naughtya;Naughty Boy (bootleg);Maze / Shooter Large;1982;bootleg;;naughtyb;C;0;Clone
naughtyc;Naughty Boy (Cinematronics);Maze / Shooter Large;1982;Jaleco (Cinematronics license);;naughtyb;C;0;Clone
nmouse;Naughty Mouse (set 1);Platform / Run Jump;1981;Amenip (Palcom Queen River);;nmouse;P;1;
nmouseb;Naughty Mouse (set 2);Platform / Run Jump;1981;Amenip Nova Games Ltd.;;nmouse;C;0;Clone
navalone;Navarone;Shooter / Gallery;1980;Namco;;navalone;P;1;
nbahangt;NBA Hangtime (rev L1.1 04-16-96);Sports / Basketball;1996;Midway;;nbahangt;P;1;
nbajamr2;NBA Jam (rev 2.00 02-10-93);Sports / Basketball;1993;Midway;;nbajam;C;0;Clone
nbajam;NBA Jam (rev 3.01 04-07-93);Sports / Basketball;1993;Midway;;nbajam;P;1;
nbajamex;NBA Jam Extreme;Uncategorized;1996;Acclaim;;nbajamex;P;1;
nbajamt1;NBA Jam TE (rev 1.0 01-17-94);Sports / Basketball;1994;Midway;;nbajam;C;0;Clone
nbajamt2;NBA Jam TE (rev 2.0 01-28-94);Sports / Basketball;1994;Midway;;nbajam;C;0;Clone
nbajamt3;NBA Jam TE (rev 3.0 03-04-94);Sports / Basketball;1994;Midway;;nbajam;C;0;Clone
nbajamte;NBA Jam TE (rev 4.0 03-23-94);Sports / Basketball;1994;Midway;;nbajam;C;0;Clone
nbamaxht;NBA Maximum Hangtime (rev 1.0 11-8-96);Sports / Basketball;1996;Midway;;nbahangt;C;0;Clone
nebulryj;Nebulas Ray (Japan);Shooter / Flying Vertical;1994;Namco;;nebulray;C;0;Clone
nebulray;Nebulas Ray (World);Shooter / Flying Vertical;1994;Namco;;nebulray;P;1;
nebulbee;Nebulous Bee;Shooter / Gallery;1981;bootleg;;galaga;C;0;Clone
neckneck;Neck-n-Neck (v1.2);Sports / Horse Racing;1992;Bundra Games/Incredible Technologies;;neckneck;P;1;
ngpgal;Nekketsu Grand-Prix Gal (Japan);Tabletop / Mahjong * Mature *;1991;Nichibutsu;;ngpgal;P;0;Mature
kuniokub;Nekketsu Kouha Kunio-kun (Japan bootleg);Beat Em Up;1986;bootleg;;renegade;C;0;Clone
kuniokun;Nekketsu Kouha Kunio-kun (Japan);Beat Em Up;1986;Technos;;renegade;C;0;Clone
nkdodgeb;Nekketsu Koukou Dodgeball Bu (Japan bootleg);Sports / Dodgeball;1987;Technos;;spdodgeb;C;0;Clone
nmsengen;Nekketsu Mahjong Sengen! AFTER 5 (Japan);Tabletop / Mahjong * Mature *;1991;Video System Co.;;nmsengen;P;0;Mature
nemesis;Nemesis;Shooter / Flying Horizontal;1985;Konami;;nemesis;P;1;
nemesuk;Nemesis (World[Q]);Shooter / Flying Horizontal;1985;Konami;;nemesis;C;0;Clone
nemoj;Nemo (Japan 901120);Platform / Fighter Scrolling;1990;Capcom;;nemo;C;0;Clone
nemo;Nemo (World 901130);Platform / Fighter Scrolling;1990;Capcom;;nemo;P;1;
neobombe;Neo Bomberman;Maze;1997;Hudson;;neobombe;P;1;
neodrift;Neo Drift Out - New Technology;Driving / Race;1996;Visco;;neodrift;P;1;
neomrdo;Neo Mr. Do!;Maze / Digging;1996;Visco;;neomrdo;P;1;
turfmast;Neo Turf Masters / Big Tournament Golf;Sports / Golf;1996;Nazca;;turfmast;P;1;
neocup98;Neo-Geo Cup '98 - The Road to the Victory;Sports / Soccer;1998;SNK;;neocup98;P;1;
netwars;Net Wars;Maze / Shooter Small;1983;Orca (Esco Trading Co license);;netwars;P;1;
nettoqc;Nettoh Quiz Champion (Japan);Quiz / Japanese;1995;Nakanihon;;nettoqc;P;0;Quiz
quiztou;Nettou! Gekitou! Quiztou!! (Japan);Quiz / Japanese;1993;Namco;;quiztou;P;0;Quiz
atompunk;New Atomic Punk - Global Quest (US);Maze;1992;Irem America;;bbmanw;C;0;Clone
newfant;New Fantasia;Puzzle / Outline * Mature *;1995;Comad and New Japan System;;newfant;P;0;Mature
newpuckx;New Puck-X;Maze;1980;hack;;puckman;C;0;Clone
nrallyx;New Rally X;Maze / Driving;1981;Namco;;nrallyx;P;1;
newsin7;New Sinbad 7;Maze / Shooter Small;1983;ATW USA, Inc.;;newsin7;P;1;
nyny;New York New York;Shooter / Gallery;1980;Sigma Enterprises Inc.;;nyny;P;1;
nynyg;New York New York (Gottlieb);Shooter / Gallery;1980;Sigma Enterprises Inc. (Gottlieb license);;nyny;C;0;Clone
newpuc2;Newpuc2;Maze;1980;hack;;puckman;C;0;Clone
newpuc2b;Newpuc2 (set 2);Maze;1980;hack;;puckman;C;0;Clone
news;News;Puzzle / Drop;1993;Poby / Virus;;news;P;1;
blitz;NFL Blitz;Sports / Football Amer.;1997;Midway Games;blitz.chd;blitz;P;0;Requires CHD
blitz2k;NFL Blitz 2000;Sports / Football Amer.;1999;Midway Games;blitz2k.chd;blitz2k;P;0;Requires CHD
blitz99;NFL Blitz '99;Sports / Football Amer.;1998;Midway Games;blitz99.chd;blitz99;P;0;Requires CHD
nibbler;Nibbler (set 1);Maze;1982;Rock-ola;;nibbler;P;1;
nibblera;Nibbler (set 2);Maze;1982;Rock-ola;;nibbler;C;0;Clone
nitedrvr;Night Driver;Driving / 1st Person;1976;Atari;;nitedrvr;P;1;
nslasherj;Night Slashers (Japan Rev 1.2);no_catver;1994;Data East Corporation;;nslasher;C;0;Clone
nslasher;Night Slashers (Korea Rev 1.3);Uncategorized;1994;Data East Corporation;;nslasher;P;1;
nslashers;Night Slashers (Over Sea Rev 1.2);no_catver;1994;Data East Corporation;;nslasher;C;0;Clone
nstocker;Night Stocker;Shooter / Driving 1st Person;1986;Bally/Sente;;nstocker;P;1;
nightstr;Night Striker (US);Shooter / Driving (chase view);1989;Taito America Corporation;;nightstr;P;1;
nwarrb;Night Warriors: Darkstalkers' Revenge (Brazil 950403);Fighter / Versus;1995;Capcom;;nwarr;C;0;Clone
nwarrh;Night Warriors: Darkstalkers' Revenge (Hispanic 950403);Fighter / Versus;1995;Capcom;;nwarr;C;0;Clone
nwarr;Night Warriors: Darkstalkers' Revenge (USA 950406);Fighter / Versus;1995;Capcom;;nwarr;P;1;
nitd;Nightmare in the Dark;Platform / Run Jump;2000;Eleven / Gavaking;;nitd;P;1;
nbbatman;Ninja Baseball Batman (US);Beat Em Up;1993;Irem America;;nbbatman;P;1;
ninclown;Ninja Clowns (08-27-91);Beat Em Up;1991;Strata/Incredible Technologies;;ninclown;P;1;
ncombat;Ninja Combat;Beat Em Up;1990;Alpha Denshi Co.;;ncombat;P;1;
ncommand;Ninja Commando;Shooter / Walking;1992;Alpha Denshi Co.;;ncommand;P;1;
ninjemak;Ninja Emaki (US);Shooter / Misc. Vertical;1986;Nichibutsu;;ninjemak;P;1;
gaiden;Ninja Gaiden (US);Beat Em Up;1988;Tecmo;;shadoww;C;1;
ninjamas;Ninja Master's - Haoh-ninpo-cho;Fighter / Versus;1996;ADK / SNK;;ninjamas;P;1;
nprincsb;Ninja Princess (128k Ver. bootleg[Q]);Shooter / Walking;1985;bootleg?;;seganinj;C;0;Clone
nprincso;Ninja Princess (128k Ver.);Shooter / Walking;1985;Sega;;seganinj;C;0;Clone
nprinces;Ninja Princess (64k Ver. bootleg[Q]);Shooter / Walking;1985;bootleg?;;seganinj;C;0;Clone
nprincsu;Ninja Princess (64k Ver. not encrypted);Shooter / Walking;1985;Sega;;seganinj;C;0;Clone
ryukendn;Ninja Ryukenden (Japan);Beat Em Up;1989;Tecmo;;shadoww;C;0;Clone
nspirit;Ninja Spirit;Fighter / 2D;1988;Irem;;nspirit;P;1;
ninjakd2;Ninja-Kid II (set 1);Platform / Shooter Scrolling;1987;UPL;;ninjakd2;P;1;
ninjak2a;Ninja-Kid II (set 2);Platform / Shooter Scrolling;1987;UPL;;ninjakd2;C;0;Clone
ninjak2b;Ninja-Kid II (set 3);Platform / Shooter Scrolling;1987;UPL;;ninjakd2;C;0;Clone
ninjakun;Ninjakun Majou no Bouken;Platform / Shooter Scrolling;1984;[UPL] (Taito license);;ninjakun;P;1;
nss_actr;Nintendo Super System - Act Raiser;Uncategorized;1992;Enix;;nss_actr;P;0;Console Port
nss_con3;Nintendo Super System - Contra 3 - The Alien Wars;Platform / Shooter Scrolling;1992;Konami;;nss_con3;P;0;Console Port
nss_aten;Nintendo Super System - David Crane's Amazing Tennis;Sports / Tennis;1992;Absolute Entertainment Inc.;;nss_aten;P;0;Console Port
nss_fzer;Nintendo Super System - F-Zero;Uncategorized;;Nintendo;;nss_fzer;P;0;Console Port
nss_lwep;Nintendo Super System - Lethal Weapon;Platform / Shooter Scrolling;1992;Ocean;;nss_lwep;P;0;Console Port
nss_ncaa;Nintendo Super System - NCAA Basketball;Uncategorized;1992;Sculptured Software Inc.;;nss_ncaa;P;0;Console Port
nss_rob3;Nintendo Super System - Robocop 3;Uncategorized;1992;Ocean;;nss_rob3;P;0;Console Port
nss_skin;Nintendo Super System - Skins Game;Uncategorized;1992;Irem;;nss_skin;P;0;Console Port
nss_smw;Nintendo Super System - Super Mario World;Uncategorized;;Nintendo;;nss_smw;P;0;Console Port
nss_ssoc;Nintendo Super System - Super Soccer;Uncategorized;1992;Human Inc.;;nss_ssoc;P;0;Console Port
nss_sten;Nintendo Super System - Super Tennis;Uncategorized;;Nintendo;;nss_sten;P;0;Console Port
nss_adam;Nintendo Super System - The Addams Family;Uncategorized;1992;Ocean;;nss_adam;P;0;Console Port
nitrobal;Nitro Ball (US);Shooter / Walking;1992;Data East Corporation;;nitrobal;P;1;
niyanpai;Niyanpai (Japan);Puzzle / Match * Mature *;1996;Nichibutsu;;niyanpai;P;0;Mature
nomnlnd;No Man's Land;Shooter / Field;1980;Universal;;nomnlnd;P;1;
nomnlndg;No Man's Land (Gottlieb);Shooter / Field;1980;Universal (Gottlieb license);;nomnlnd;C;0;Clone
noboranb;Noboranka (Japan);Climbing;1986;bootleg;;noboranb;P;1;
nost;Nostradamus;Shooter / Flying Vertical;1993;Face;;nost;P;1;
nostj;Nostradamus (Japan);Shooter / Flying Vertical;1993;Face;;nost;C;0;Clone
nostk;Nostradamus (Korea);Shooter / Flying Vertical;1993;Face;;nost;C;0;Clone
nouryoku;Nouryoku Koujou Iinkai;Quiz / Japanese;1995;Tecmo;;nouryoku;P;0;Quiz
nova2001;Nova 2001 (Japan);Shooter / Field;1983;UPL;;nova2001;P;0;US Clone Available
nov2001u;Nova 2001 (US);Shooter / Field;1983;UPL (Universal license);;nova2001;C;1;
peepshow;Nozokimeguri Mahjong Peep Show (Japan 890404);Tabletop / Mahjong * Mature *;1989;AC;;mjfocus;C;0;Mature
numanatj;Numan Athletics (Japan);Sports / Track & Field;1993;Namco;;numanath;C;0;Clone
numanath;Numan Athletics (World);Sports / Track & Field;1993;Namco;;numanath;P;1;
nunchaku;Nunchackun;Platform / Fighter;1985;Taito;;nunchaku;P;1;
nyanpani;Nyan Nyan Panic (Japan);Puzzle;1988;Konami;;kittenk;C;0;Clone
offroadc;Off Road Challenge;Uncategorized;1997;Midway;;offroadc;P;1;
offtwall;Off the Wall (2-3-player upright);Ball & Paddle / Breakout;1991;Atari Games;;offtwall;P;1;
offtwalc;Off the Wall (2-player cocktail);Ball & Paddle / Breakout;1991;Atari Games;;offtwall;C;0;Clone
otwalls;Off the Wall (Sente);Sports / Tennis;1984;Bally/Sente;;otwalls;P;1;
ohmygod;Oh My God! (Japan);Puzzle / Drop;1993;Atlus;;ohmygod;P;1;
ogonsiro;Ohgon no Siro (Japan);Fighter / 2D;1986;Taito Corporation;;gladiatr;C;0;Clone
oigas;Oigas (bootleg);Ball & Paddle / Breakout;1986;bootleg;;gigasb;C;0;Clone
oisipuzl;Oishii Puzzle Ha Irimasenka;Mini-Games;1993;Sunsoft + Atlus;;oisipuzl;P;1;
ojankoc;Ojanko Club (Japan);Tabletop / Mahjong * Mature *;1986;V-System Co.;;ojankoc;P;0;Mature
ojankohs;Ojanko High School (Japan);Tabletop / Mahjong * Mature *;1988;V-System Co.;;ojankohs;P;0;Mature
ojankoy;Ojanko Yakata (Japan);Tabletop / Mahjong * Mature *;1986;V-System Co.;;ojankoy;P;0;Mature
ojanko2;Ojanko Yakata 2bankan (Japan);Tabletop / Mahjong * Mature *;1987;V-System Co.;;ojanko2;P;0;Mature
ojousan;Ojousan (Japan 871204);Tabletop / Mahjong * Mature *;1987;Nichibutsu;;ojousan;P;0;Mature
olibochu;Oli-Boo-Chu;Maze;1981;Irem + GDI;;olibochu;P;1;
olysoc92;Olympic Soccer '92;Uncategorized;1992;Seibu;;cupsoc;C;0;Clone
omega;Omega;Shooter / Gallery;1986;bootleg?;;theend;C;0;Clone
omegaf;Omega Fighter;Shooter / Flying Vertical;1989;UPL;;omegaf;P;1;
omegafs;Omega Fighter Special;Shooter / Flying Vertical;1989;UPL;;omegaf;C;0;Clone
omegrace;Omega Race;Shooter / Field;1981;Midway;;omegrace;P;1;
oneshot;One Shot One Kill;Lightgun;;<unknown>;;oneshot;P;0;Lightgun
nmaster;Oni - The Ninja Master (Japan);Beat Em Up;1995;Banpresto/Pandorabox;;metmqstr;C;0;Clone
onna34ro;Onna Sansirou - Typhoon Gal (set 1);Fighter / Versus;1985;Taito;;onna34ro;P;1;
onna34ra;Onna Sansirou - Typhoon Gal (set 2);Fighter / Versus;1985;Taito;;onna34ro;C;0;Clone
opaopa;Opa Opa;Uncategorized;;????;;opaopa;P;1;
opwolfb;Operation Bear;Lightgun;1987;bootleg;;opwolf;C;0;Lightgun
othundu;Operation Thunderbolt (US);Lightgun;1988;Taito America Corporation;;othunder;C;0;Lightgun
othunder;Operation Thunderbolt (World);Lightgun;1988;Taito Corporation Japan;;othunder;P;0;Lightgun
opwolf;Operation Wolf (US);Lightgun;1987;Taito America Corporation;;opwolf;P;0;Lightgun
opwolf3u;Operation Wolf 3 (US);Lightgun;1994;Taito America Corporation;;opwolf3;C;0;Lightgun
opwolf3;Operation Wolf 3 (World);Lightgun;1994;Taito Corporation Japan;;opwolf3;P;0;Lightgun
orangec;Orange Club - Maruhi Kagai Jugyou (Japan 880213);Tabletop / Mahjong * Mature *;1988;Daiichi Denshi;;orangec;P;0;Mature
orbit;Orbit;Shooter / Field;1978;Atari;;orbit;P;1;
orbitron;Orbitron;Shooter / Command;1982;Signatron USA;;orbitron;P;1;
ordyne;Ordyne (Japan);Shooter / Flying Horizontal;1988;Namco;;ordyne;P;1;
orlegnde;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112);Beat Em Up;1997;IGS;;orlegend;C;0;Clone
orlegndc;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112, Chinese Board);Beat Em Up;1997;IGS;;orlegend;C;0;Clone
orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 126);Beat Em Up;1997;IGS;;orlegend;P;1;
olds;Oriental Legend Special - Xi You Shi E Zhuan Super (ver. 101, Korean Board);no_catver;1998;IGS;;olds;P;1;
olds103t;Oriental Legend Special - Xi You Shi E Zhuan Super (ver. 103, China, Tencent) (unprotected);no_catver;1998;IGS;;olds;C;0;Clone
osman;Osman (World);no_catver;1996;Mitchell;;osman;P;1;
othldrby;Othello Derby (Japan);Tabletop;1995;Sunwise;;othldrby;P;0;Tabletop
othellos;Othello Shiyouyo;Tabletop / Othello;1998;Success;;othellos;P;0;Tabletop / Othello
otonano;Otona no Mahjong (Japan 880628);Tabletop / Mahjong * Mature *;1988;Apple;;otonano;P;0;Mature
outrun;Out Run (set 1);Driving / Race (chase view);1986;Sega;;outrun;P;1;
outruna;Out Run (set 2);Driving / Race (chase view);1986;Sega;;outrun;C;0;Clone
outrunb;Out Run (set 3);Driving / Race (chase view);1986;bootleg;;outrun;C;0;Clone
outzone;Out Zone (set 1);Shooter / Walking;1990;Toaplan;;outzone;P;1;
outzonea;Out Zone (set 2);Shooter / Walking;1990;Toaplan;;outzone;C;0;Clone
outfxies;Outfoxies;Platform / Fighter;1994;Namco;;outfxies;P;1;
outfxesj;Outfoxies (Japan);Platform / Fighter;1994;Namco;;outfxies;C;0;Clone
outline;Outline;Maze / Outline;1982;Century Electronics;;radarzon;C;0;Clone
orunners;Outrunners (US);Driving / Race (chase view);1992;Sega;;orunners;P;1;
overdriv;Over Drive;Driving / Race 1st Person;1990;Konami;;overdriv;P;1;
overtop;Over Top;Driving / Race;1996;ADK;;overtop;P;1;
ozmawars;Ozma Wars (set 1);Shooter / Gallery;1979;SNK;;ozmawars;P;1;
ozmawar2;Ozma Wars (set 2);Shooter / Gallery;1979;SNK;;ozmawars;C;0;Clone
ozon1;Ozon I;Shooter / Gallery;1983;Proma;;ozon1;P;1;
pow;P.O.W. - Prisoners of War (US);Beat Em Up;1988;SNK;;pow;P;1;
p47j;P-47 - The Freedom Fighter (Japan);Shooter / Flying Horizontal;1988;Jaleco;;p47;C;0;Clone
p47;P-47 - The Phantom Fighter (World);Shooter / Flying Horizontal;1988;Jaleco;;p47;P;1;
p47aces;P-47 Aces;Shooter / Flying Horizontal;1995;Jaleco;;p47aces;P;1;
pacnpal;Pac & Pal;Maze;1983;Namco;;pacnpal;P;1;
pacnpal2;Pac & Pal (older);Maze;1983;Namco;;pacnpal;C;0;Clone
pacapp;Paca Paca Passion (PPP1-VERA);Uncategorized;1999;Produce/Namco;;pacapp;P;1;
pacgal;Pac-Gal;Maze;1981;hack;;mspacman;C;0;Clone
sxyreact;Pachinko Sexy Reaction (Japan);Misc. * Mature *;1998;Sammy;;sxyreact;P;0;Mature
packbang;Pack'n Bang Bang (prototype);no_catver;1994;Kaneko;;packbang;P;0;Prototype
paclandm;Pac-Land (Midway);Platform / Run Jump Scrolling;1984;[Namco] (Bally Midway license);;pacland;C;0;Clone
pacland;Pac-Land (set 1);Platform / Run Jump Scrolling;1984;Namco;;pacland;P;1;
pacland2;Pac-Land (set 2);Platform / Run Jump Scrolling;1984;Namco;;pacland;C;0;Clone
pacland3;Pac-Land (set 3);Platform / Run Jump Scrolling;1984;Namco;;pacland;C;0;Clone
pacnchmp;Pac-Man & Chomp Chomp;Maze;1983;Namco;;pacnpal;C;0;Clone
pacmanbl;Pac-Man (Galaxian hardware);Maze;1981;bootleg;;puckman;C;0;Clone
pacheart;Pac-Man (Hearts);Maze;1981;hack;;puckman;C;0;Clone
pacman;Pac-Man (Midway);Maze;1980;[Namco] (Midway license);;puckman;C;1;
pacmod;Pac-Man (Midway, harder);Maze;1981;[Namco] (Midway license);;puckman;C;0;Clone
pacplus;Pac-Man Plus;Maze;1982;[Namco] (Midway license);;pacplus;P;1;
pacmania;Pac-Mania;Maze;1987;Namco;;pacmania;P;1;
pacmanij;Pac-Mania (Japan);Maze;1987;Namco;;pacmania;C;0;Clone
paddle2;Paddle 2;Ball & Paddle / Breakout;1988;bootleg;;arkanoid;C;0;Clone
paddlema;Paddle Mania;Sports;1988;SNK;;paddlema;P;1;
paintrlr;Paint Roller;Maze;1981;bootleg;;crush;C;0;Clone
pairsa;Pairs (09-07-94);Puzzle / Match * Mature *;1994;Strata/Incredible Technologies;;pairs;C;0;Mature
pairsten;Pairs (System Ten) (Japan 890826);Puzzle / Match * Mature *;1989;System Ten;;pairsten;P;0;Mature
pairs;Pairs (V1.2, 09-30-94);Puzzle / Match * Mature *;1994;Strata/Incredible Technologies;;pairs;P;0;Mature
palamed;Palamedes (Japan);Puzzle / Toss;1990;Taito Corporation;;palamed;P;1;
pandoras;Pandora's Palace;Platform / Run Jump;1984;Konami/Interlogic;;pandoras;P;1;
pangb;Pang (bootleg);Shooter / Gallery;1989;bootleg;;pang;C;0;Clone
pang;Pang (World);Shooter / Gallery;1989;Mitchell;;pang;P;0;US Clone Available
pangpoms;Pang Poms;Platform / Run Jump;1992;Metro;;pangpoms;P;1;
pangpomm;Pang Poms (Mitchell);Platform / Run Jump;1992;Metro (Mitchell license);;pangpoms;C;0;Clone
pang3;Pang! 3 (Euro 950511);Shooter / Gallery;1995;Mitchell;;pang3;P;1;
pang3j;Pang! 3 (Japan 950511);Shooter / Gallery;1995;Mitchell;;pang3;C;0;Clone
panicbom;Panic Bomber;Puzzle / Drop;1994;Eighting / Hudson;;panicbom;P;1;
panicstr;Panic Street (Japan);Puzzle / Outline;1999;Kaneko;;panicstr;P;1;
paperbr1;Paperboy (rev 1);Misc.;1984;Atari Games;;paperboy;C;0;Clone
paperbr2;Paperboy (rev 2);Misc.;1984;Atari Games;;paperboy;C;0;Clone
paperboy;Paperboy (rev 3);Misc.;1984;Atari Games;;paperboy;P;1;
paradise;Paradise;Puzzle / Outline * Mature *;;Yun Sung;;paradise;P;0;Mature
pturn;Parallel Turn;no_catver;1984;Jaleco;;pturn;P;1;
parodisj;Parodius DA! (Japan);Shooter / Flying Horizontal;1990;Konami;;parodius;C;0;Clone
parodius;Parodius DA! (World);Shooter / Flying Horizontal;1990;Konami;;parodius;P;1;
prtytime;Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release);no_catver;1995;Mitchell;;prtytime;P;1;
pass;Pass;Maze;1992;Oksan;;pass;P;1;
passsht;Passing Shot (2 Players);Uncategorized;1988;Sega;;passsht;P;1;
passshtb;Passing Shot (2 Players) (bootleg);Sports / Tennis;1988;bootleg;;passsht;C;0;Clone
passht4b;Passing Shot (4 Players) (bootleg);Sports / Tennis;1988;bootleg;;passsht;C;0;Clone
pastelgl;Pastel Gal (Japan 851224);Tabletop / Mahjong * Mature *;1985;Nichibutsu;;pastelgl;P;0;Mature
pblbeach;Pebble Beach - The Great Shot;Uncategorized;1995;TandE Soft;;pblbeach;P;1;
peekaboo;Peek-a-Boo!;Ball & Paddle / Breakout * Mature *;1993;Jaleco;;peekaboo;P;0;Mature
peggle;Peggle (Joystick, v1.0);Ball & Paddle;1991;Strata/Incredible Technologies;;peggle;P;1;
pegglet;Peggle (Trackball, v1.0);Ball & Paddle;1991;Strata/Incredible Technologies;;peggle;C;0;Clone
pengob;Pengo (bootleg);Maze;1982;bootleg;;pengo;C;0;Clone
pengo;Pengo (set 1 rev c);Maze;1982;Sega;;pengo;P;1;
pengo2u;Pengo (set 2 not encrypted);Maze;1982;Sega;;pengo;C;0;Clone
pengo2;Pengo (set 2);Maze;1982;Sega;;pengo;C;0;Clone
pengo3u;Pengo (set 3 not encrypted);Maze;1982;Sega;;pengo;C;0;Clone
penbros;Penguin Brothers (Japan);Platform / Run Jump;2000;Subsino;;penbros;P;1;
pkunwarj;Penguin-Kun Wars (Japan);Sports;;UPL;;pkunwar;C;0;Clone
pkunwar;Penguin-Kun Wars (US);Sports;;UPL;;pkunwar;P;1;
penta;Penta;Maze;1982;bootleg;;pengo;C;0;Clone
pepper2;Pepper II;Maze / Outline;1982;Exidy;;pepper2;P;1;
perestro;Perestroika Girls;Puzzle / Outline * Mature *;1993;Promat / Fuuki;;perestro;P;0;Mature
pbillrd;Perfect Billiard;Sports / Pool;1987;Nihon System;;pbillrd;P;1;
pbillrds;Perfect Billiard (Sega);Sports / Pool;1987;Nihon System;;pbillrd;C;0;Clone
psoldier;Perfect Soldiers (Japan);Fighter / Versus;1993;Irem;;ssoldier;C;0;Clone
perfrman;Performan (Japan);Maze / Shooter Small;1985;[Toaplan] Data East Corporation;;perfrman;P;0;US Clone Available
perfrmau;Performan (US);Maze / Shooter Small;1985;[Toaplan] Data East USA;;perfrman;C;1;
pestplce;Pest Place;Platform / Run Jump;1983;bootleg;;mario;C;0;Clone
peterpak;Peter Pack-Rat;Platform / Run Jump;1984;Atari Games;;peterpak;P;1;
pettanp;Pettan Pyuu (Japan);Maze;1984;Sun Electronics;;pettanp;P;1;
phantasm;Phantasm (Japan);Platform / Fighter Scrolling;1990;Jaleco;;avspirit;C;0;Clone
phantom2;Phantom II;Shooter / Flying Vertical;1979;Midway;;phantom2;P;1;
phantoma;Phantomas;Maze / Shooter Small;1980;Jeutel;;spectar;C;0;Clone
phelios;Phelios (Japan);Shooter / Flying Vertical;1988;Namco;;phelios;P;1;
phoenix;Phoenix (Amstar);Shooter / Gallery;1980;Amstar;;phoenix;P;1;
phoenixa;Phoenix (Centuri);Shooter / Gallery;1980;Amstar (Centuri license);;phoenix;C;0;Clone
phoenixc;Phoenix (IRECSA, G.G.I Corp);Shooter / Gallery;1981;bootleg?;;phoenix;C;0;Clone
phoenix3;Phoenix (T.P.N.);Shooter / Gallery;1980;bootleg;;phoenix;C;0;Clone
phoenixt;Phoenix (Taito);Shooter / Gallery;1980;Taito;;phoenix;C;0;Clone
